Title,Perusahaan,Kategori,Lokasi,Skills
Fisioterapis Anak,Mighty Moves,Fisioterapi dan Rehabilitasi,Tangerang Selatan,"Communication Skill, Team work dan koordinasi, Bahasa Indonesia Aktif, Bahasa Inggris Cukup, Lisan Cukup, Mau belajar dalam hal - hal baru, Memahami anak berkebutuhan khusus, Fisioterapi pediatric, Understanding of physiotherapy fundamentals"
Dokter Umum,Rumah Sakit Aulia,Dokter Umum,Jakarta,"Advance Cardiac Life Support, Advance Trauma Life Support"
Asisten Apoteker,Apotek BigBro,Asisten Apoteker,Badung,Menyerahkan obat sesuai Resep kepada pasien
Dokter Umum Estetika,Klinik Utama SKIN SLIM Specialist,Dokter Estetika,Jakarta,"Memahami dasar-dasar ilmu di bidang estetika, Dapat Melakukan cheemical peeling"
Perawat Klinik,PT. Clinisindo Putra Perkasa,Perawat,Bandung,"Bisa mengambil darah pasien Bisa operasionalkan Word dan Excell Mampu mengoperasikan alat-alat kesehatan, menyiapkan obat-obatanalat-alat untuk tindakan medis"
Staff HSE/K3,PT LOYAL JAYA ENERGI,Safety K3,Bandung,MEMAHAMI DAN MENGERTI TERKAIT DOKUMEN K3HSE Mampu mengoperasikan ms office MAMPU MELAKUKAN PENGAWASAN
Branch Supervisor,PT Dentisteam Berkat Sejahtera,Branch Manager,Jakarta,"Problem Solving, Penjualan atau marketing, Komunikasi"
Perawat,KLINIK PARAMEDIKA,Perawat,Bogor,BTCLS Basic Trauma and Cardiac Life Support
Rekam Medis,PT. SAHID HUSADA INTERNASIONAL,Rekam Medis,Jakarta,"Leadership, Manajemen waktu, Target Oriented, Rekam Medis"
Bidan,KLINIK ALIFIN,Bidan,Pelalawan,"Konseling, membantu persalinan normal, Edukasi, KB, imunisasi., ANC Antenatal Care, Ke gawat darurat an Pasien"
Perawat Estetik (Nurse),E3A CLINIC,Perawat Kecantikan,Jakarta,Infus dan Injeksi
Management Eksekutif,PT. Edelweiss Mandiri Perkasa,Manager Klinik,Bandung,Komunikasi
Tenaga Teknis Kefarmasian (TTK),PT. Edelweiss Mandiri Perkasa,Apoteker & Farmasi,Bandung,Farmasi dan Kesehatan Pengetahuan mendalam tentang produk farmasi dan regulasi kesehatan.
Fisioterapis,PT. Edelweiss Mandiri Perkasa,Fisioterapi dan Rehabilitasi,Bandung,Komunikasi
Konsultan Kesehatan,PT. Edelweiss Mandiri Perkasa,Konsultan Kesehatan,Bandung,Komunikasi
Dokter Spesialis Kulit Kelamin/Dermatologist (SpDVE),Alexa Grace,Dokter Spesialis Dermatologis,Jakarta,Mempunyai kemampuan interpersonal yang baik dan komunikasi yang baik
RO/ASRO,LUXE STAR SINERGIS,Optik,Denpasar,"Mampu berbahasa inggris, mampu mengoperasikan laptop atau komputer, Mampu menawarkan barang"
Bidan,Klinik Utama Apollo,Bidan,Jakarta,Microsoft Office
Perawat,Klinik Utama Apollo,Perawat,Jakarta,"Komunikatif, Perawat,"
Perawat Mata,Hes Group,Perawat,Bandar Lampung,Bisa melakukan pemeriksaan mata
ERT (Emergency Response Crew),PT. Daya Energi Teknik,Safety K3,Batulicin,"Microsoft Office, Microsoft Excel, Keselamatan dan Kesehatan Kerja, Analisa Kecelakaan Kerja"
Dokter Umum,PT Shoetown Ligung Indonesia,Dokter Umum,Majalengka,Bidang Medis
Penanggung Jawab Teknis,PT. Puremei Delicat Indonesia,Penanggung Jawab Teknis,Kabupaten Tangerang,"Jujur dapat diandalkan, Cekatan, Teliti Dalam Bekerja, Loyal dalam bekerja., Daya tahan yang tinggi dan mampu bekerja sama, dalam suatu regukelompok, Bertanggu Jawab dalam Pekerjaan"
Sales Marketing,PT.Ilham Akbar Bersama,Sales Marketing,Palembang,"marketing, Komunikasi dan interaksi"
Terapis Autisi (Penyandang Autisme),KID ABA Autism Center,Terapis Okupasi,Bekasi,"Hafal minimal Al-Fatihah, Ayat Kursi, Al-Ikhlas, Al-Falaq, An-Nas"
Dokter Umum,KLINIK PARAMEDIKA,Dokter Umum,Bekasi,"bisa mengerjakan tindakan medis gawat darurat, Diagnosis dan pengobatan penyakit"
Manager Pelayanan Penunjang Rumah Sakit,KLINIK PARAMEDIKA,Manager Rumah Sakit,Bekasi,Mampu berkoordinasi dengan direktur dalam rangka peningkatan mutu pelayanan medis 2. Mampu menjamin kelancaran tugas pelayanan medis 3. Mampu mengembangkan pelayanan dan penunjang medis di lingkunagan RS 4. Memiliki kemampuan komunikasi yang efekt
Asisten Perawat Gigi,Mydentismile,Asisten Perawat,Jakarta,Dental Assistant
Dokter Klinik Kecantikan,MAURE BEAUTY SKIN,Dokter Estetika,Bandar Lampung,Estetika
Fisioterapis,Fisioterapi Bandung Therapy dan Rehabiltasi Center,Fisioterapi dan Rehabilitasi,Bandung,Fisioterapi
Internship Staff Trainer,Unison Training,Trainer,Bantul,"HRD, Fasilitator, Psikologi, Komunikasi"
Analis Kimia,PT INKABAJA PRESISI SEJAHTERA,Analis Laboratorium Medis,Tangerang,"MEMAHAMI MICROSOFT EXEL, WORD, E-MAIL, Kalibrasi peralatan laboratorium"
K3 Rumah Sakit,PT Insan Permata,Safety K3,Tangerang,"Memiliki sertifikasi K3 Umum Kemnaker, dengan kemampuan memastikan kepatuhan terhadap standar keselamatan di lingkungan kerja."
Veterinarian – Technical Product Trainer,PT Heli Pet Solutions,Dokter Hewan,Kabupaten Tangerang,"Negotiation, Presentation and Communication, Dokter hewan praktisi, general veterinary skills"
Ahli Gizi,SPPG MLATI LOR KUDUS,Gizi & Nutrisi,Kudus,"HACCP, Ahli Gizi"
Safety HSE Project,PT. Sentra Prima Utama Expertindo,Safety K3,Surabaya,Kemampuan komunikasi yang baik - Pemahaman terkait regulasi K3 dan manajemen risiko
Dokter Kecantikan,PT Medikpro Estetika Indonesia,Dokter Estetika,Jakarta,"Advance Skill Filler, Botox, Laser dan Tindakan Estetik"
Staff Regulatory,PT MENTENG INDAH SANTOSA,Regulatory Staff,Jakarta,"Microsoft Office, Bahasa Inggris, CDAKB"
Staff Refraksionis Optisien (RO),PT. OPHTHALINDO JAYA MANDIRI,Refraksionis Optisien,Tangerang Selatan,"Memiliki komunikasi yang baik, Keterampilan pelayanan refraksi, keterampilan pelayanan optisi dan keterampilan pelayanan lensa kontak"
Asisten Apoteker,CV. Trissa Sachi Corp,Asisten Apoteker,Gianyar,Asisten Apoteker
Asisten Apoteker,Danez Healthcare Indonesia,Asisten Apoteker,Purwakarta,"Melayani Customer, Farmasi dan Kesehatan Pengetahuan mendalam tentang produk farmasi dan regulasi kesehatan., Farmasi dasar komunikasi interpersonal yang baik teliti dan disiplin"
Asisten Keperawatan,Danez Healthcare Indonesia,Asisten Perawat,Bekasi,"Perawat Kesehatan, Administrasi kesehatan, termasuk pengisian formulir dan catatan medis"
Perawat,Apotek BigBro,Perawat,Badung,"Bahasa Indonesia, Bahasa Inggris, Mampu melakukan injeksi dan pasang infus Mengerti prosedur medis"
Perawat Pelaksana,PT. Diatrans Japindo Mitra Utama,Perawat Hemodialisa,Jakarta,"Memiliki kemampuan komunikasi yang baik, Sertifikat Pelatihan Hemodialisis, Sertifikat Pelatihan Kegawatdaruratan"
Asisten Dokter Gigi,Kiaora Dental Studio,Asisten Dokter Gigi,Jakarta,Suction
Petugas Kasir Apotek,Apotek Anugerah,Kasir,Kota Yogyakarta,"Akuntansi, Akuntansi Dasar, Akuntansi dan Keuangan, Kesehatan, Farmasi, Farmasi apoteker, Farmasi Administrasi, Farmasi dan Kesehatan Pengetahuan mendalam tentang produk farmasi dan regulasi kesehatan."
Dokter Umum,PT. Nurra Eye Center Kerinci,Dokter Umum,Kerinci,Dokter umum harus menguasai berbagai pengetahuan dan keterampilan untuk menangani berbagai kondisi medis.
Apoteker,PT Medikpro Estetika Indonesia,Apoteker,Jakarta,"Farmasi, Ketrampilan dalam komunikasi"
Apoteker,Apotek Anugerah,Apoteker,Kota Yogyakarta,"Komputer, Kesehatan, Farmasi, Farmasi apoteker, Farmasi Administrasi, Farmasi dan Kesehatan Pengetahuan mendalam tentang produk farmasi dan regulasi kesehatan., Menguasai komputer, pembukuan dan HP"
Asisten Apoteker,Apotek Anugerah,Asisten Apoteker,Kota Yogyakarta,"Komputer, Kesehatan, Farmasi, Farmasi apoteker, Farmasi Administrasi, Farmasi dan Kesehatan Pengetahuan mendalam tentang produk farmasi dan regulasi kesehatan., Memahami farmakologi dan mampu menggunakan komputer"
Asisten Apoteker,Apotek Rave Pharma,Asisten Apoteker,Jakarta,Asisten Apoteker
Apoteker Pendamping,Apotek Rave Pharma,Apoteker Pendamping,Jakarta,Farmasi apoteker
Apoteker Penanggung Jawab,Apotek Rave Pharma,Apoteker Penanggung Jawab,Jakarta,memiliki Sertifikat Kompetensi Apoteker
Ahli Gizi,PT. ARA Indonesia,Gizi & Nutrisi,Jakarta,Ahli Gizi
Ahli Gizi,PT. ARA Indonesia,Gizi & Nutrisi,Simalungun,Ahli Gizi
Ahli Gizi,Yayasan Alam Hayati Jumantara,Gizi & Nutrisi,Sukabumi,Kesehatan
Teknisi Electromedic,PT. CENDAWAN MEDICATAMA INDONESIA,Teknisi Elektromedis,Bekasi,"Dokumentasi, Kalibrasi, Electromedical"
Apoteker,Apotek BigBro,Apoteker,Badung,"Memberikan resep krim BPOM, racikan, treatment Basic dan Advance aestethic medicine., meracik obat, Informasi obat-obatan, menyetok obat dan alkes"
Dokter Hewan,Agro Berkah Harmoni,Dokter Hewan,Magetan,"Komunikasi dan interaksi, Perawatan hewan"
Perawat,Jaroemsadha Utomoclinic,Perawat,Jakarta,Terapi Akupunktur
Regulatory Officer,PT ZHULIAN AZANA NETWORK,Regulatory Staff,Medan,"Komunikatif, OSS, Halal, Halal Assurance System, BPOM, BPOM Registrasi"
Medical Sales Executive (Alat & Benang Bedah),PT. Dharma Bhakti Mandiri,Medical Representative,Jakarta,"marketing, Sales Marketing, Sales Marketing Strategy, Sales, Perawat IGD, Perawat ICU, Perawat Instrument di Ruang Operasi"
Magang Staff HSSE,PT Perkasa Abdi Bhuana,Safety K3,Bekasi,"Memahami prosedur Health Safety Security and Environment HSSE, Memiliki pengetahuan mengenai perizinan., Memiliki kompetensi yang baik dalam aspek office management, problem solving, planning dan communication skills., Mampu mengoperasikan MS"
Tenaga Ahli Dokter Perusahaan,PT Perkasa Abdi Bhuana,Dokter Umum,Bekasi,Menguasai software Microsoft Office
Medical Consultant,PT. Ruvi Rizqy Berkah,Dokter Estetika,Bekasi,Mampu memberikan konsultasi dan tindakan terkait pelayanan medis pada bidang estetika - Memiliki kemampuan komunikasi yang baik
Medical Assistant,PT. Ruvi Rizqy Berkah,Asisten Dokter,Tangerang Selatan,"Asisten dokter, Mampu Melakukan penilaian dan pemeriksaan fisik 2. Mampu berkomunikasi dengan baik"
Head Chef,Yayasan Karya Kencana Makmur,Head of Marketing,Bandung,"Kemampuan memasak dalam skala besar (mass production cooking)., Food preparation & cooking technique tingkat profesional., Menu planning & recipe standardization., Food safety, hygiene, dan sanitasi (HACCP/CPPOB)., Manajemen stok dan kontrol bahan baku., Penggunaan peralatan dapur industri (steam kettle, oven besar, salamander, dll.)., Quality control makanan (rasa, tekstur, aroma, keamanan), Manajemen waktu dan pengambilan keputusan yang cepat., Komunikasi dan koordinasi yang baik dengan tim., Kemampuan bekerja cepat dan efisien di lingkungan dapur produksi."
Sales Farmasi,PT. SEMESTA MEGAH SENTOSA,Medical Representative,Semarang,"promosi dan penjualan, telemarketing, Komunikasi"
Dokter Spesialis Anak,KLINIK PARAMEDIKA,Dokter Spesialis Anak,Bekasi,dokter spesialis anak - Kemampuan komunikasi yang baik dengan anak dan orangtua
Dokter Hewan (Vet),PT HADIPRATA JAYA SATWA,Dokter Hewan,Badung,"Bidang Dokter Hewan Mampu mendiagnosa dan melakukan penanganan terhadap penyakit hewan, Menguasai skill kedokteran hewan Bisa berbahasa inggris Bisa menggunakan komputer Bisa mengendari sepeda motor"
HSE Officer,PT. Kita Energi Dunia,Safety K3,Surabaya,"Menguasai Microsoft office, Mampu membuat laporan safety, HSE PLAN, dan CSMS Menguasai Microsoft Office, Photoshop Mampu membuat Job Safety Analysis"
Staff Ahli Gizi,Yayasan Karya Kencana Makmur,Gizi & Nutrisi,Bandung,"Kemampuan Memasak dan Menyiapkan Makanan Saya memiliki pengalaman sebagai cook helper, sehingga saya terbiasa dalam menyiapkan bahan makanan, menjaga kebersihan dapur, serta membantu proses memasak dengan efisien dan sesuai standar."
Asisten Dokter Gigi,Kini Dental,Asisten Dokter Gigi,Tangerang Selatan,"Penambalan Gigi, Pencabutan Gigi, Edukasi Kesehatan Gigi dan Mulut"
Asisten Apoteker,Rumah Sakit Aulia,Asisten Apoteker,Jakarta,Mampu membaca resep Mampu meracik obat Mampu menggunakan komputer
Nurse / Perawat,PT Jiwa Raga Sejahtera,Perawat Kecantikan,Jakarta,Keahlian dalam analisis data yang biasa diterapkan dalam perusahaan
Perawat,Skin Innovation Clinic,Perawat Kecantikan,Surabaya,"Perawat,"
Staff Rekam Medis,Klinik Sahid Sahirman Medical Centre,Rekam Medis,Jakarta,"Rekam Medis, Kompetensi rekam medis Coding, Assembling, Filling, Indexing dan pendaftaran"
Treatment Coordinator,PT Smile Lab Group Lamaison,Beauty Consultant,Jakarta,"Komunikatif dan kreatif, Percaya diri, aktif komunikatif, Melakukan upselling., Upselling, cross-selling, and closing deals"
Teknisi Alat Kesehatan,PT Danatek Indera Indonesia,Teknisi Elektromedis,Jakarta,"Elektro, Ms.office"
Dokter Spesialis Rehab Medis SPKFR,PT Medikpro Estetika Indonesia,Dokter Spesialis,Jakarta,"Mampu mengoperasikan modalitas Trancutaneous Electrical StimulationTENS, Ultrasound, Diatermi"
Dokter Aesthetic,PT DUNIA INDAH MAKMUR,Dokter Estetika,Jakarta,"Injection, Threadlift, handling machine"
Analisis Mikrobiologi,PT Sampharindo Perdana,Analis Laboratorium Medis,Semarang,"Analisa obat QC, analisis lab, operasional produksi, quality control, administrasi"
Marketing Staff,PT Zeus Vascular,Medical Representative,Jakarta,markerting
Fisioterapis Medik,Klinik Kurnia Mega Mas,Fisioterapi dan Rehabilitasi,Medan,"Aplikasi dan Program Komputer Microsoft Office, Website, Komunikatif, massage,, Fisioterapi, Melakukan sterilisasi alat yang telah digunakan, menguasai TENS dan Ultrasound, Okupasi, Ultrasound, TENS, Massage Cidera Olahraga"
Ahli Gizi,SPPG PASIRLUYU,Gizi & Nutrisi,Bandung,Ahli Gizi
Manager Operasional,Sudami Jaya Medika,Manager Operasional,Bekasi,"Problem Solving, Communication, Decision making, Team Managament"
Apoteker,HnH Aesthetic Malang,Apoteker,Malang,"Mampu bekerja sama dalam kelompok maupun individu, Jujur, Teliti, Cekatan, motivasi tinggi Tanggung Jawab., Bisa membaca resep dan meracik obat - Memiliki komunikasi yang baik"
Tenaga Teknis Kefarmasian (TTK),PT Permata Damai Medika,Apoteker & Farmasi,Jakarta,"Microsoft Office, Pelayanan Kefarmasian, Cekatan dan dapat diandalkan, Meracik obat dengan baik dan benar sesuai resep dokter"
Perawat,WellClinic Indonesia,Perawat,Tangerang,"Bisa mengoperasikan Infus Pump, Syringe Pump, Monitor, EKG"
Perawat Klinik,Klinik Unihealth,Perawat,Kabupaten Tangerang,"Perawat Instrument di Ruang Operasi, Infus dan Injeksi"
Safety Officer,PT VANDO TEKNIK SOLUSI,Safety Officer,Gresik,"Safety Basic K3 DasarÂ Â Undang-Undang No.1 Tahun 1970, Jaminan Kecelakaan Kerja, K3 di tempat Kerja, Pekerjaan dan Resiko Kecelakaan Bersertifikasi Standar SKKNI"
Bidan,Klinik Ratnasari Sehat,Bidan,Bandung,Memiliki kemampuan komunikasi yang baik dan empati terhadap pasien - Menguasai dasar-dasar administrasi medis - Memahami dan mampu menjalankan tindakan kebidanan sesuai standar profesi
Dokter Umum,HnH Aesthetic Malang,Dokter Estetika,Malang,"Dermatologi kosmetik dan estetika, Microsoft (MS) Excel, Microsoft (MS) Powerpoint, Microsoft (MS) Word"
Perawat,PT Medikpro Estetika Indonesia,Perawat Kecantikan,Jakarta,Mampu mendampingi dokter dalam prosedur tindakan medis -Mandiri dan berkomunikasi dengan baik
Fisioterapis,PT Medikpro Estetika Indonesia,Fisioterapi dan Rehabilitasi,Jakarta,"Memiliki kemampuan untuk menangani berbagai kondisi medis dan menyesuaikan rencana terapi sesuai dengan kebutuhan pasien klien . -Memiliki pengetahuan yang baik mengenai anatomi, fisiologi dan biomekanika tubuh manusia. -Terbiasa menggunakan mesi"
Perawat,Vitacare,Perawat,Jakarta,"Perawat,, DRESSING LUKA"
Perawat Senior,Vitacare,Perawat,Jakarta,"keperawatan, Perawat,, DIABETES CARE, DRESSING LUKA"
Dokter Spesialist Urologi RSU Aulia,Rumah Sakit Aulia,Dokter Spesialis,Jakarta,"Mendiagnosis dan mengobati penyakit yang berkaitan dengan ginjal, kandung kemih, ureter, uretra, dan sistem reproduksi pria"
Senior Perawat ( S2 Keperawatan ),RS Ananda Group,Perawat,Bekasi,Keahlian klinis tingkat lanjut sesuai dengan spesialisasi keperawatan - Kemampuan manajerial dan kepemimpinan dalam mengelola tim keperawatan - Penyusunan kebijakan dan SOP keperawatan berdasarkan standar mutu dan keselamatan pasien - Kemampuan mel
Apoteker,RS Ananda Group,Apoteker,Bekasi,"Pengetahuan Obat dan Terapi Memahami berbagai jenis obat, dosis, efek samping, dan interaksi obat. Ini mencakup pengetahuan tentang obat-obatan generik dan bermerek serta terapi yang tepat untuk berbagai kondisi medis. Penyusunan dan Pengelolaan Rese"
Perawat Umum,RS Ananda Group,Perawat,Bekasi,Komunikatif dan sopan kepada pasien dan rekan sejawat - Mampu menerangkan dan Cakap kepada pasien untuk tindakan yang akan di lakukan
Refraksionis Optisien (RO),PT. Nurra Eye Center Kerinci,Refraksionis Optisien,Kerinci,"Dapat mengoperasikan alat periksa mata seperti Phoroptor, Snellen chart, Autorefraksi dan Lensometer - Mampu memotong lensa atau yang biasa disebut teknik faset - Memiliki skill komunikasi yang bagus - Memiliki kemampuan dalam refraksi mata - Mampu"
HSE Staff,PT Sohou Kikaku Indonesia,Health and Safety Enviromental / HSE,Bekasi,"Management SDM, Health and Safety Environmental HSE, K3"
Teknisi Elektromedik (ATEM),RS Ananda Group,Teknisi Elektromedis,Bekasi,Mahir mengoperasikan komputer dan mengerti ms.office - Pemahaman dalam pemeliharaan dan perbaikan sarana dan prasarana medis yang ada di lingkungan Rumah Sakit sesuai dengan standar yang ditetapkan
Asisten Apoteker,Klinik Ratnasari Sehat,Asisten Apoteker,Bandung,Memiliki komunikasi yang baik Memiliki kemampuan dalam membaca resep Mengelola data
Dokter Spesialis Rehabilitasi Medik,RS Ananda Group,Dokter Spesialis Orthopedi,Bekasi,Dapat menentukan rencana tatalaksana atau program perawatan dan pengobatan sesuai dengan riwayat kesehatan pasien
Dokter Spesialis Jantung,RS Ananda Group,Dokter Spesialis Jantung,Bekasi,"Pemahaman mendalam tentang penyakit jantung dan pembuluh darah - Kemampuan menganalisis hasil pemeriksaan medis EKG, echocardiography, dll. - Keterampilan komunikasi yang baik"
Dokter Gigi Spesialis Bedah Mulut,RS Ananda Group,Dokter Gigi,Bekasi,"Pemahaman mendalam tentang anatomi mulut, rahang, dan struktur wajah Kemampuan melakukan berbagai prosedur bedah oral dan maksilofasial Keterampilan komunikasi yang baik untuk memberikan edukasi kepada pasien Kemampuan analisis dan diagnosis yang aku"
Terapis Okupasi,RS Ananda Group,Terapis Okupasi,Bekasi,Mampu mengoperasikan microsoft office Bersedia menangani pasien anak dan dewasa Terapi Okkupasi
HSE Officer,PT Mitra Purnama Engineering,Health and Safety Enviromental / HSE,Lombok,"Memahami peraturan dan standar HSE yang berlaku, seperti UU Ketenagakerjaan, Permenaker No. 5 Tahun 1996, ISO 45001 Keselamatan amp Kesehatan Kerja, dan ISO 14001 Manajemen Lingkungan. 2. Mampu melakukan Hazard Identification, Risk Assessmen"
